"sim","censoring","n","alpha_d","beta_d","gamma_d","alpha_e","beta_e","gamma_e","alpha_w","beta_w","gamma_w"
11423,"extra_heavy",100,1.35589434887684,-1.33095331486115,0.604342107390343,1.35111598844671,-1.35920739959387,0.609581701830941,1.34868973507807,-1.3169505313802,0.609401387341695
11424,"extra_heavy",100,1.06288441308168,1.91319379659097,0.372687687497495,1.07065606731254,1.87641496542281,0.362922748683089,1.06356516395479,1.91379566785503,0.368635422923672
11425,"extra_heavy",100,0.898626879445743,0.027598453984478,0.73070757927646,0.915293865227319,-0.0234347544421208,0.722369020919937,0.900313010125477,-0.00478913803654407,0.733771407622684
11426,"extra_heavy",100,0.951413243544813,0.500903454458829,0.350332793420853,1.03634495909865,0.134569794449954,0.359445305965596,0.969325215648666,0.366976471140852,0.362983137173104
11427,"extra_heavy",100,0.625470642699585,7.70740304486623,0.000765805265371762,0.617464085613054,7.75829930907745,-0.00591737990783564,0.614042324874493,7.73847258234851,0.00802058335778755
11428,"extra_heavy",100,0.945278601169712,1.98063287609079,0.324633828985446,0.965191844584933,1.8391899775615,0.317192696653811,0.95071093689847,1.97249427175175,0.315575457261111
11429,"extra_heavy",100,0.823076988644548,2.91141921247396,0.130849701317482,0.839431869926625,2.838622086071,0.13388996553246,0.835921677545776,2.85736704845786,0.129641128045058
11430,"extra_heavy",100,0.818728162237265,2.92572074413893,0.443929405553679,0.817378746192897,2.9077804333962,0.442908242571988,0.803033838819799,2.97666905265937,0.453800726689043
11431,"extra_heavy",100,1.08881161197849,-0.365086299698792,0.434354643496018,1.09732301380935,-0.416066866471672,0.430828577023727,1.1031153916388,-0.399670286216678,0.424824688136963
11432,"extra_heavy",100,0.737313285833536,3.12486475520748,0.286540435393798,0.733585097408697,3.02208449788283,0.301543153517817,0.731726585053076,2.93193936278629,0.304593751210932
11433,"extra_heavy",100,0.918042025853325,1.27092194800876,0.300253806875212,0.926138330419658,1.25847197133176,0.302905187800448,0.925556685741979,1.17905398467582,0.307608117488097
11434,"extra_heavy",100,1.12230143609457,1.00133090689605,0.246913394837657,1.13201330304765,1.05642740430348,0.236810543057086,1.11560733592662,1.04074918792389,0.250755476650879
11435,"extra_heavy",100,0.944530308789805,3.92457367721651,0.246321122979512,0.912436512653512,4.45144446927014,0.243237734309803,0.917432839197668,4.1547190588111,0.240752215188558
11436,"extra_heavy",100,1.2751127524284,0.64695344589937,0.346927327203287,1.28555743896746,0.736242094146164,0.338092872301398,1.26320269161931,0.839670638672777,0.342194166787153
11437,"extra_heavy",100,0.405413183399034,4.35695292762999,0.646815431030172,0.436556033021693,4.5546796853154,0.63736256729208,0.406833774836562,4.38266443437764,0.645152229331107
11438,"extra_heavy",100,1.42124809478879,-1.30190376545113,0.295269381680377,1.41297331429667,-1.2008972562369,0.270891590397185,1.43533384735927,-1.37367011086571,0.293833109064905
11439,"extra_heavy",100,1.04330412549,0.51180498446405,0.244139176746211,1.08162092834675,0.446247038268675,0.232643163471261,1.08905242172241,0.323998164775917,0.237770065352149
11440,"extra_heavy",100,1.06196382258788,0.852483397096776,0.333070617152408,1.02624398775614,1.26616834503999,0.313572899816852,1.0455453251141,0.889587833815417,0.348320237884792
11441,"extra_heavy",100,0.905183498741755,1.30195788008994,0.348637594286579,0.902618803958815,1.33799985295851,0.351928235663472,0.892644147007406,1.32779228137682,0.367955295148801
11442,"extra_heavy",100,0.933263996207523,-0.498651027361332,0.555240515931619,0.938749489677318,-0.59943070939347,0.55847130205044,0.94669528552594,-0.634368782522731,0.558865989460234
11443,"extra_heavy",100,1.0368486349838,-0.643629913603942,0.711187651990499,1.03045987126775,-0.696230628121156,0.724268016775478,1.0193015642187,-0.471999742649339,0.701937655141453
11444,"extra_heavy",100,0.806686019478894,1.46622687273569,0.423108017838061,0.780178320784904,1.94518742044723,0.367925230159935,0.788050990785939,1.48628849681765,0.413496560282968
11445,"extra_heavy",100,1.17470157915414,0.839125399747046,0.424329096460599,1.15904561173932,1.06435333180718,0.413682565046759,1.19477494299967,0.657967875467196,0.418885836020482
11446,"extra_heavy",100,0.724109814798974,1.73193193974119,0.457945903697549,0.718939702936821,1.75278852311145,0.462406583452207,0.733565067710361,1.67762939402627,0.457393832795516
11447,"extra_heavy",100,0.909560176685679,2.3401764959873,0.338293793042579,0.927427316575388,2.44608005651736,0.318369426536258,0.912875554696328,2.45019817215399,0.315722463210647
11448,"extra_heavy",100,0.888488879027079,2.62299937310008,0.329539429363169,0.938755063225641,2.43337681397085,0.335530162712054,0.92235794055027,2.43701121433102,0.327237053302264
11449,"extra_heavy",100,0.329541505822697,7.1381586141008,0.117918470307722,0.348541300532029,6.89710389597565,0.125992354145108,0.351597629481926,6.77232160374066,0.115734041543522
11450,"extra_heavy",100,0.761718646443862,2.16309165928837,0.601618453747571,0.862049643570618,2.13747122255894,0.586865877274904,0.798552225653919,1.99628298318894,0.595202184469133
11451,"extra_heavy",100,1.76926833387118,-2.32962844184763,-0.0870716613866773,1.77246769191201,-2.40863497555662,-0.0713793711666988,1.7875814479376,-2.37606613935391,-0.0927896315455774
11452,"extra_heavy",100,0.929995195805781,0.47847197677386,0.321815029198529,0.929570832660129,0.475578776071485,0.325322916826693,0.917253527193836,0.47435396514021,0.335461688756253
11453,"extra_heavy",100,1.02716066389239,1.88128213498607,0.0637535345451199,1.035542211051,1.79779882359829,0.0773075039745439,1.02412176952202,1.88527954087242,0.0559542010520441
11454,"extra_heavy",100,1.11676105825795,1.48717890617117,0.446940028678738,1.12357357959599,1.27082203240879,0.457424698561656,1.10051732066137,1.47357596253883,0.443978983036603
11455,"extra_heavy",100,1.03060443884377,2.3138553762368,-0.00762219802477415,0.998802594655301,2.5485973220586,-0.0100593768164542,1.02670285972963,2.27540649314035,-0.00547316251444396
11456,"extra_heavy",100,0.325772663966749,5.28802689781239,0.160098407633179,0.338800706343196,5.03575586977917,0.153640364715374,0.357763460228139,4.78852853709327,0.161769154829417
11457,"extra_heavy",100,0.92994612928849,2.68060923329964,0.339678429390771,0.924033147761419,2.61415804050663,0.356458812683602,0.941085621274416,2.62456216357122,0.326529333419977
11458,"extra_heavy",100,1.08531170739137,0.686270909471138,0.345808625394026,1.04997118232022,1.30798756005336,0.29467034618648,1.08115265298322,0.768793687350479,0.341459167253353
11459,"extra_heavy",100,0.72476466819082,2.69880429029266,0.551098513615579,0.717069964651183,2.81537300735613,0.543246978563088,0.715284917718786,2.75616003075508,0.54697698483699
11460,"extra_heavy",100,0.947187216539928,1.01283991301132,0.364095353845818,0.952599488103967,1.05277680464082,0.359584532064345,0.958575672301974,0.988783976333979,0.358610187443771
11461,"extra_heavy",100,0.767676752984555,4.41219256661478,-0.212853951137407,0.791897298400638,4.67124048027685,-0.243608982810817,0.77620086850535,4.11573422736604,-0.210424484015495
11462,"extra_heavy",100,1.17390264533604,1.45677055904357,0.0720926555354138,1.16253709695834,1.59848152635046,0.0713690122240137,1.16464342153342,1.47374145349111,0.0797284017935978
11463,"extra_heavy",100,0.690426340260784,1.55652861249866,0.657678722952268,0.69044717833284,1.4638371121247,0.669894905002958,0.687777847919674,1.59489996209837,0.644926806680754
11464,"extra_heavy",100,0.768464415215435,1.88090844767498,0.523574426715976,0.77279158507754,1.78510775158047,0.519474943440741,0.763850679169022,1.89167287414411,0.509881496361658
11465,"extra_heavy",100,1.42918023894457,-1.59925307790906,0.442787009598487,1.40362229127712,-1.34401105832798,0.439638551437144,1.39697424667794,-1.19229597854136,0.420600559925135
11466,"extra_heavy",100,0.807207943942579,2.13990266558556,0.371829454180933,0.823725521793269,2.14681958192903,0.369337901322024,0.824220202071353,2.08599299621518,0.374450079250041
11467,"extra_heavy",100,0.805302770806057,1.25518000066515,0.474509420301396,0.798375036943711,1.38979886403016,0.472852276638652,0.799784103872166,1.1611566814696,0.481618470313966
11468,"extra_heavy",100,1.10321938714515,1.38783413915344,0.187943516640448,1.1066171869523,1.37895991361804,0.193819778571163,1.11945858862088,1.28595461500476,0.20561750023263
11469,"extra_heavy",100,1.31687319776878,0.642623987253192,0.396128301338583,1.30931551925595,0.581787778285317,0.418808012154694,1.31311431567425,0.55953130245475,0.414915927126098
