"sim","censoring","n","alpha_cf","beta_cf","gamma_cf","alpha_m","beta_m","gamma_m","conv_msg_cf","conv_msg_m"
11423,"extra_heavy",100,1.32825809045421,-0.94582148934009,0.626237721012951,1.3119019200155,-0.938101165810333,0.626566990911057,NA,NA
11424,"extra_heavy",100,1.19264141493022,0.332974068965742,0.311378901306842,1.19808533195079,0.283562146750736,0.328754675557585,NA,NA
11425,"extra_heavy",100,0.877834182583353,0.0590571905308114,0.719022286729315,0.872481581032383,0.0479862182536234,0.730264575427971,NA,NA
11426,"extra_heavy",100,1.02380467327239,6.30307657037393e-05,0.319318867331937,1.02611172578874,5.26383091130059e-05,0.334211599365467,NA,NA
11427,"extra_heavy",100,0.946855767686187,3.32775026191376,-0.139162887220218,0.957146743821056,3.3245276388982,-0.131731320368832,NA,NA
11428,"extra_heavy",100,1.11971250491446,0.0675366525300108,0.295380924685586,1.12047791894719,0.0768427443033356,0.28566395330936,NA,NA
11429,"extra_heavy",100,0.91331767068734,1.78992076641044,-0.0360255939285122,0.936423794779659,1.80261894102334,-0.0514729908560937,NA,NA
11430,"extra_heavy",100,0.861863846452431,0.579553499434753,0.411663278746353,0.832707156406605,0.610476226607869,0.422169506856426,NA,NA
11431,"extra_heavy",100,1.05846008233163,-0.00634470210332219,0.472829327666769,1.06332868830156,-0.00568928591627239,0.462837590849599,NA,NA
11432,"extra_heavy",100,0.968627876041322,0.328667181157574,0.00565657373656632,0.970410931677709,0.30348567339201,0.0360849849762165,NA,NA
11433,"extra_heavy",100,1.04526682827062,0.00557617700202674,0.316903953131635,1.04585605097067,0.0036559569540008,0.342154167559185,NA,NA
11434,"extra_heavy",100,1.14280518104851,0.0425442398920617,0.0653735439378365,1.12922096881263,0.0441289231884153,0.066704971710453,NA,NA
11435,"extra_heavy",100,0.948215998824765,0.0507694822501154,0.230863964383669,0.941422667049405,0.0511080897496404,0.227144436404906,NA,NA
11436,"extra_heavy",100,1.36106267667772,-7.74018365787712e-05,0.673915860430061,1.3568150400264,-7.25541006964849e-05,0.659569835059009,NA,NA
11437,"extra_heavy",100,0.765953788449114,0.00434657182292265,0.357371398727432,0.765346156408354,0.00440773529503671,0.344338434583721,NA,NA
11438,"extra_heavy",100,1.34070487176671,-0.024332928916694,0.294135542620877,1.35309317442161,-0.0304134878606685,0.32543634209895,NA,NA
11439,"extra_heavy",100,1.10703476746913,0.0340352756156152,0.227708440381982,1.10709502147901,0.0287517021071928,0.231991065930501,NA,NA
11440,"extra_heavy",100,1.12653553514374,0.0246618887225501,0.0821310587939693,1.11280562412579,0.0234808189322164,0.111290849200892,NA,NA
11441,"extra_heavy",100,0.926468610583591,0.284541199055044,0.308426580883249,0.901945217767467,0.314583612103276,0.317632009561053,NA,NA
11442,"extra_heavy",100,0.915756987183119,-0.172698463040456,0.642249651996745,0.91611161164027,-0.150681191921786,0.628939569670258,NA,NA
11443,"extra_heavy",100,0.97013456862201,0.000371687108360304,0.707345825046373,0.974774611004333,0.000455453316695156,0.687394241426107,NA,NA
11444,"extra_heavy",100,0.941744043379134,0.197171579486922,0.0998842843199722,0.939822363921896,0.1973879907619,0.106398586719445,NA,NA
11445,"extra_heavy",100,1.16708320935233,0.196189553728297,0.12049716454464,1.17224504148972,0.185007191347356,0.13032350400502,NA,NA
11446,"extra_heavy",100,0.753572699331533,0.0549964450529206,0.377832983692131,0.758509478055965,0.0547981723385317,0.371243251956637,NA,NA
11447,"extra_heavy",100,1.01316255296389,0.856526847719883,0.230445632239602,0.992197460680997,0.932665440604965,0.217215656619331,NA,NA
11448,"extra_heavy",100,1.18499610631142,0.00183895580266773,-0.220016022519061,1.19679755006452,0.00150108957204856,-0.106065379446877,NA,NA
11449,"extra_heavy",100,0.560614901792767,0.266979259317807,0.0539377891404225,0.552603450932199,0.266825297927623,0.0422300050041753,NA,NA
11450,"extra_heavy",100,1.05248132548439,0.00126683401860195,0.156736602636321,1.05556288030102,0.00125868947540574,0.141271678207224,NA,NA
11451,"extra_heavy",100,1.66109951577002,-1.2678336744286,0.161568561039289,1.68497054376879,-1.33436559570274,0.167521367231326,NA,NA
11452,"extra_heavy",100,1.05934773316142,-0.073024466218478,0.296548995284,1.05212025638393,-0.0769479013748364,0.304157437854645,NA,NA
11453,"extra_heavy",100,1.03636419452617,1.7233140061239,-0.017487287064335,1.04809304542865,1.81187490506498,-0.04613551663491,NA,NA
11454,"extra_heavy",100,1.24541309129438,0.0185004377792218,0.479485801149852,1.24770646949086,0.0141473040440109,0.472989261187891,NA,NA
11455,"extra_heavy",100,1.16693561916645,0.0108983766289222,-0.163910468296766,1.17511394003082,0.0105187078157704,-0.158763565600752,NA,NA
11456,"extra_heavy",100,0.637737917620192,0.921611264358735,0.0655521598330305,0.69801296068357,0.784019615813698,0.0762110703370061,NA,NA
11457,"extra_heavy",100,0.900830278408217,0.844229299986178,0.313956817593916,0.943200257108366,0.774456110758937,0.284514460268361,NA,NA
11458,"extra_heavy",100,1.18097902903809,0.00365983732181112,0.0407362662588395,1.18399553005588,0.0031098591569863,0.0930070787272149,NA,NA
11459,"extra_heavy",100,0.832029142586634,0.280827432489751,0.576764834762677,0.825425139742394,0.281311755794891,0.581275357998457,NA,NA
11460,"extra_heavy",100,1.0282711702226,0.42143789017292,0.327182438347101,1.03754093042198,0.409007233495747,0.327628445765825,NA,NA
11461,"extra_heavy",100,1.28638526636682,0.0301125020208002,-0.341629120336312,1.29909014865454,0.0281585721760027,-0.328285254456478,NA,NA
11462,"extra_heavy",100,1.29943339661988,0.0557833440332049,0.00863680904418477,1.30050726547798,0.0471055816407015,0.0282870550440801,NA,NA
11463,"extra_heavy",100,0.836357414329372,0.0358740513820146,0.598853290610336,0.848630086904114,0.0346209070598663,0.578361206915146,NA,NA
11464,"extra_heavy",100,0.816690995663523,1.21799189786676,0.30573226129287,0.823633856743513,1.28949389098669,0.268450840294103,NA,NA
11465,"extra_heavy",100,1.2878916213451,-0.241307849666441,0.600671479748522,1.28086481158742,-0.212191063815116,0.560867873680497,NA,NA
11466,"extra_heavy",100,0.818588321355244,0.457801014629285,0.315287823340984,0.837999119715219,0.42236855824361,0.321362205808135,NA,NA
11467,"extra_heavy",100,0.943718933611934,0.00379087497952499,0.428264834529637,0.942819119618769,0.00364451691846054,0.431407696481042,NA,NA
11468,"extra_heavy",100,1.27390501272862,0.0484104100638076,0.18547029817085,1.293997964803,0.00472180527351443,0.195651171201224,NA,NA
